event_id,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
8273,2014-12-01,1417420800,6.2,-2.4,0.6,6.2,-5.5,0.0,-2.8,79.07,0.0,,0.0,,,,,7.7,123.7,1020.6,54.8,15.9,,,0.0,07:33:49,1417448029,16:31:11,1417480271,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['KHIO', '72683604201', 'KTMK', 'KSPB', '72020200118', '72698694261']"
8594,2012-04-19,1334818800,11.7,6.0,9.1,11.7,5.3,8.9,8.2,94.34,28.99,,58.33,,,,48.2,23.1,138.7,1017.1,68.0,10.2,,,0.0,06:21:41,1334841701,20:08:47,1334891327,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['KAST', 'KTMK', '72791094224', '72020200118', '99401199999']"
7535,2015-12-07,1449464400,15.2,-0.4,6.4,15.2,-2.2,5.9,2.5,78.76,0.0,,0.0,,0.0,0.0,33.5,15.4,161.0,1022.2,7.0,14.4,,,0.0,07:24:28,1449491068,17:16:49,1449526609,0.93,Clear,Clear conditions throughout the day.,clear-day,"['72312003870', '72315003812', 'KGSP', '99999953877', '99999953878', 'KAVL']"
9505,2016-10-04,1475557200,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,05:46:24,1475577984,17:40:49,1475620849,0.05,,,,
7138,2015-07-07,1436207400,31.2,30.9,31.0,41.5,41.0,41.3,27.4,81.0,0.0,,0.0,,,,,13.0,135.0,998.8,85.0,4.0,,,0.0,04:47:40,1436224660,18:34:20,1436274260,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42398099999']
8754,2011-12-28,1325059200,13.5,11.7,12.2,13.5,11.7,12.2,11.8,97.52,27.97,,91.67,,,,65.5,45.4,201.2,1014.2,98.6,7.9,,,0.0,07:53:55,1325087635,16:40:00,1325119200,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['KTMK', 'KONP', 'KMMV', '72020200118', '72688194273', '72695024285']"
2547,2010-10-05,1286251200,29.0,23.0,25.8,33.6,23.0,27.2,23.2,85.65,75.72,,12.5,,,,,19.5,178.3,1011.2,89.5,14.4,,,0.0,05:55:45,1286272545,17:51:49,1286315509,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['78897000401', 'TDPD', 'TDCF', '78905000402', 'TFFR', '78906000403', '78855099999']"
5341,2013-08-17,1376677800,26.1,25.2,25.4,26.1,25.2,25.5,24.8,96.06,41.0,,62.5,,,,,16.6,243.8,1007.4,100.0,3.4,,,0.0,06:19:36,1376700576,18:56:58,1376746018,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,['43192099999']
1704,2010-04-06,1270522800,23.6,20.8,22.2,23.6,20.8,22.2,21.2,94.11,0.0,,0.0,,,,55.4,32.1,250.9,,100.0,3.7,,,0.0,06:02:06,1270544526,17:47:07,1270586827,0.76,Overcast,Cloudy skies throughout the day.,wind,"['SBRJ', 'SBGL', 'SBAF', '83746099999', '83755099999']"
4537,2012-09-04,1346688000,29.9,24.9,26.4,37.1,24.9,27.9,24.7,90.59,41.46,,21.74,,,,,7.7,192.4,1011.6,99.5,9.0,,,0.0,05:35:23,1346708123,17:52:25,1346752345,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['98646099999', 'RPVM', '98644099999']"
